PassengerId,HomePlanet,Cabin,Destination,Group,GroupNumber,Deck,Number,Side,Set,LastName,GroupSize
4245_01,Earth,G/695/S,TRAPPIST-1e,4245,01,G,695.0,S,Train,Ingston,1
4246_01,Earth,G/693/P,TRAPPIST-1e,4246,01,G,693.0,P,Train,Hamberterry,1
4247_01,Earth,F/878/P,TRAPPIST-1e,4247,01,F,878.0,P,Test,,2
4247_02,Earth,F/878/P,TRAPPIST-1e,4247,02,F,878.0,P,Test,Guerson,2
4248_01,Earth,G/694/P,TRAPPIST-1e,4248,01,G,694.0,P,Test,Curton,2
4248_02,Earth,G/694/P,TRAPPIST-1e,4248,02,G,694.0,P,Test,Curton,2
4249_01,Europa,B/166/S,TRAPPIST-1e,4249,01,B,166.0,S,Train,Inghting,3
4249_02,Europa,B/166/S,TRAPPIST-1e,4249,02,B,166.0,S,Train,Inghting,3
4249_03,Europa,B/166/S,55 Cancri e,4249,03,B,166.0,S,Train,Inghting,3
4250_01,Earth,G/695/P,TRAPPIST-1e,4250,01,G,695.0,P,Test,Beckeetter,1
4251_01,Earth,F/879/P,TRAPPIST-1e,4251,01,F,879.0,P,Train,Connelson,1
4252_01,Earth,F/795/S,TRAPPIST-1e,4252,01,F,795.0,S,Train,Knoxtones,1
4253_01,Earth,G/696/P,TRAPPIST-1e,4253,01,G,696.0,P,Train,Gallandez,1
4254_01,Europa,B/136/P,55 Cancri e,4254,01,B,136.0,P,Train,Idercaling,3
4254_02,Europa,B/136/P,TRAPPIST-1e,4254,02,B,136.0,P,Train,Idercaling,3
4254_03,Europa,B/136/P,TRAPPIST-1e,4254,03,B,136.0,P,Train,Idercaling,3
4255_01,Earth,G/697/P,PSO J318.5-22,4255,01,G,697.0,P,Train,Hornettoney,1
4256_01,Earth,F/880/P,TRAPPIST-1e,4256,01,F,880.0,P,Train,Garnes,8
4256_02,Earth,G/698/P,TRAPPIST-1e,4256,02,G,698.0,P,Train,Garnes,8
4256_03,Earth,G/698/P,TRAPPIST-1e,4256,03,G,698.0,P,Train,Garnes,8
4256_04,Earth,F/880/P,TRAPPIST-1e,4256,04,F,880.0,P,Train,Garnes,8
4256_05,Earth,G/698/P,TRAPPIST-1e,4256,05,G,698.0,P,Train,Wooterston,8
4256_06,Earth,G/698/P,TRAPPIST-1e,4256,06,G,698.0,P,Train,Garnes,8
4256_07,Earth,G/698/P,TRAPPIST-1e,4256,07,G,698.0,P,Train,Garnes,8
4256_08,Earth,F/880/P,55 Cancri e,4256,08,F,880.0,P,Train,Garnes,8
4257_01,Earth,F/881/P,TRAPPIST-1e,4257,01,F,881.0,P,Train,Serraynardy,1
4258_01,Europa,A/37/P,TRAPPIST-1e,4258,01,A,37.0,P,Train,Perneernal,3
4258_02,Europa,A/37/P,TRAPPIST-1e,4258,02,A,37.0,P,Train,Perneernal,3
4258_03,Europa,A/37/P,TRAPPIST-1e,4258,03,A,37.0,P,Train,Perneernal,3
4259_01,Mars,F/796/S,TRAPPIST-1e,4259,01,F,796.0,S,Train,Raste,1
4260_01,Earth,G/696/S,TRAPPIST-1e,4260,01,G,696.0,S,Train,Kaney,1
4261_01,Mars,D/137/S,55 Cancri e,4261,01,D,137.0,S,Train,Fatte,1
4262_01,Europa,C/135/P,TRAPPIST-1e,4262,01,C,135.0,P,Train,Derterval,2
4262_02,Europa,C/135/P,55 Cancri e,4262,02,C,135.0,P,Train,Derterval,2
4263_01,Earth,F/882/P,TRAPPIST-1e,4263,01,F,882.0,P,Test,Blace,3
4263_02,Earth,G/699/P,55 Cancri e,4263,02,G,699.0,P,Test,Blace,3
4263_03,Earth,G/699/P,55 Cancri e,4263,03,G,699.0,P,Test,Blace,3
4264_01,Earth,F/797/S,TRAPPIST-1e,4264,01,F,797.0,S,Train,Houseson,1
4265_01,Europa,C/153/S,55 Cancri e,4265,01,C,153.0,S,Test,Alindiveng,1
4266_01,Earth,G/697/S,PSO J318.5-22,4266,01,G,697.0,S,Train,Beston,1
4267_01,Earth,G/700/P,TRAPPIST-1e,4267,01,G,700.0,P,Train,Nichaner,2
4267_02,Earth,F/883/P,TRAPPIST-1e,4267,02,F,883.0,P,Train,Nichaner,2
4268_01,Mars,F/798/S,TRAPPIST-1e,4268,01,F,798.0,S,Test,Bancy,2
4268_02,Mars,F/798/S,TRAPPIST-1e,4268,02,F,798.0,S,Test,Bancy,2
4269_01,Earth,G/701/P,TRAPPIST-1e,4269,01,G,701.0,P,Test,Starkers,1
4270_01,Europa,,55 Cancri e,4270,01,,,,Train,Bagetvable,1
4271_01,Europa,A/38/P,TRAPPIST-1e,4271,01,A,38.0,P,Train,Dissper,1
4272_01,Earth,F/799/S,TRAPPIST-1e,4272,01,F,799.0,S,Train,Stroyledgez,1
4273_01,Earth,F/884/P,PSO J318.5-22,4273,01,F,884.0,P,Train,Hurchanney,1
4274_01,Earth,G/698/S,TRAPPIST-1e,4274,01,G,698.0,S,Train,Kellyons,1
4275_01,Earth,G/702/P,TRAPPIST-1e,4275,01,G,702.0,P,Test,Hammons,1
4276_01,Earth,G/699/S,TRAPPIST-1e,4276,01,G,699.0,S,Test,Holcompton,1
4277_01,Earth,F/885/P,55 Cancri e,4277,01,F,885.0,P,Test,Johnsby,1
4278_01,Europa,C/154/S,TRAPPIST-1e,4278,01,C,154.0,S,Train,Mander,1
4279_01,Earth,G/703/P,55 Cancri e,4279,01,G,703.0,P,Test,Beckeetter,1
4280_01,Mars,E/267/P,TRAPPIST-1e,4280,01,E,267.0,P,Train,Icake,1
4281_01,Earth,F/886/P,TRAPPIST-1e,4281,01,F,886.0,P,Test,Davens,1
4282_01,Europa,D/138/S,55 Cancri e,4282,01,D,138.0,S,Test,Spressive,1
4283_01,Earth,E/278/S,TRAPPIST-1e,4283,01,E,278.0,S,Test,Alshipson,1
4284_01,Mars,F/887/P,TRAPPIST-1e,4284,01,F,887.0,P,Test,,2
4284_02,Mars,F/887/P,TRAPPIST-1e,4284,02,F,887.0,P,Test,Jamad,2
4285_01,Earth,F/888/P,TRAPPIST-1e,4285,01,F,888.0,P,Test,Summington,1
4286_01,Earth,G/704/P,55 Cancri e,4286,01,G,704.0,P,Test,Hartley,3
4286_02,Earth,F/889/P,PSO J318.5-22,4286,02,F,889.0,P,Test,Georgasey,3
4286_03,Earth,G/704/P,TRAPPIST-1e,4286,03,G,704.0,P,Test,Hartley,3
4287_01,Earth,G/705/P,PSO J318.5-22,4287,01,G,705.0,P,Test,Kennetty,1
4288_01,Earth,G/700/S,55 Cancri e,4288,01,G,700.0,S,Test,Rochan,2
4288_02,Earth,E/279/S,TRAPPIST-1e,4288,02,E,279.0,S,Test,Colleruces,2
4289_01,Mars,F/890/P,TRAPPIST-1e,4289,01,F,890.0,P,Train,Perta,1
4290_01,Earth,F/800/S,TRAPPIST-1e,4290,01,F,800.0,S,Test,Connon,1
4291_01,Earth,G/701/S,TRAPPIST-1e,4291,01,G,701.0,S,Train,Briggins,1
4292_01,Europa,A/52/S,55 Cancri e,4292,01,A,52.0,S,Train,Disight,1
4293_01,Earth,F/801/S,TRAPPIST-1e,4293,01,F,801.0,S,Train,Carsoning,1
4294_01,Earth,G/702/S,TRAPPIST-1e,4294,01,G,702.0,S,Train,Charpelaney,1
4295_01,Mars,D/147/P,55 Cancri e,4295,01,D,147.0,P,Train,Manda,2
4295_02,Mars,,TRAPPIST-1e,4295,02,,,,Train,Manda,2
4296_01,Earth,G/703/S,TRAPPIST-1e,4296,01,G,703.0,S,Train,Whitersone,1
4297_01,Europa,B/138/P,55 Cancri e,4297,01,B,138.0,P,Train,Taketiatim,1
4298_01,Mars,E/268/P,TRAPPIST-1e,4298,01,E,268.0,P,Test,Kha,3
4298_02,Mars,F/892/P,,4298,02,F,892.0,P,Test,Kha,3
4298_03,Mars,F/892/P,TRAPPIST-1e,4298,03,F,892.0,P,Test,Kha,3
4299_01,Mars,F/802/S,TRAPPIST-1e,4299,01,F,802.0,S,Test,Cheen,1
4300_01,Earth,G/704/S,PSO J318.5-22,4300,01,G,704.0,S,Train,Loway,1
4301_01,Europa,E/269/P,55 Cancri e,4301,01,E,269.0,P,Train,Brakeded,1
4302_01,Earth,G/706/P,55 Cancri e,4302,01,G,706.0,P,Train,Chaellerty,1
4303_01,Earth,F/803/S,55 Cancri e,4303,01,F,803.0,S,Train,Dayers,2
4303_02,Earth,G/705/S,TRAPPIST-1e,4303,02,G,705.0,S,Train,Popelase,2
4304_01,Earth,F/804/S,TRAPPIST-1e,4304,01,F,804.0,S,Test,Fuenton,1
4305_01,Earth,F/893/P,TRAPPIST-1e,4305,01,F,893.0,P,Train,Conney,3
4305_02,Earth,G/707/P,PSO J318.5-22,4305,02,G,707.0,P,Train,Conney,3
4305_03,Earth,G/707/P,PSO J318.5-22,4305,03,G,707.0,P,Train,Carezquez,3
4306_01,Mars,F/805/S,55 Cancri e,4306,01,F,805.0,S,Train,Terry,1
4307_01,Mars,F/806/S,TRAPPIST-1e,4307,01,F,806.0,S,Test,Hooff,1
4308_01,Earth,G/708/P,TRAPPIST-1e,4308,01,G,708.0,P,Test,Booness,1
4309_01,Earth,E/270/P,TRAPPIST-1e,4309,01,E,270.0,P,Train,Whitledges,2
4309_02,Earth,G/709/P,TRAPPIST-1e,4309,02,G,709.0,P,Train,Whitledges,2
4310_01,Mars,E/271/P,TRAPPIST-1e,4310,01,E,271.0,P,Test,,1
4311_01,Earth,F/807/S,TRAPPIST-1e,4311,01,F,807.0,S,Train,Stannondez,1
4312_01,Europa,B/139/P,TRAPPIST-1e,4312,01,B,139.0,P,Train,Sobvisted,1
4313_01,Mars,E/280/S,TRAPPIST-1e,4313,01,E,280.0,S,Test,Blan,1
4314_01,Europa,B/140/P,TRAPPIST-1e,4314,01,B,140.0,P,Test,Sciatberit,1
4315_01,Earth,E/272/P,TRAPPIST-1e,4315,01,E,272.0,P,Train,Hammonton,2
4315_02,Earth,G/710/P,TRAPPIST-1e,4315,02,G,710.0,P,Train,Hammonton,2
4316_01,Earth,F/894/P,PSO J318.5-22,4316,01,F,894.0,P,Train,Cleang,1
4317_01,Mars,D/139/S,TRAPPIST-1e,4317,01,D,139.0,S,Train,Prine,1
4318_01,Mars,F/808/S,TRAPPIST-1e,4318,01,F,808.0,S,Train,Flate,1
4319_01,Earth,G/711/P,TRAPPIST-1e,4319,01,G,711.0,P,Train,Nobleyes,1
4320_01,Earth,E/273/P,TRAPPIST-1e,4320,01,E,273.0,P,Train,Bellarkerd,1
4321_01,Mars,F/809/S,TRAPPIST-1e,4321,01,F,809.0,S,Test,Ecate,1
4322_01,Earth,G/712/P,55 Cancri e,4322,01,G,712.0,P,Test,Ballocks,1
4323_01,Europa,C/136/P,55 Cancri e,4323,01,C,136.0,P,Test,Ambleeve,4
4323_02,Europa,C/136/P,TRAPPIST-1e,4323,02,C,136.0,P,Test,Ambleeve,4
4323_03,Europa,C/136/P,TRAPPIST-1e,4323,03,C,136.0,P,Test,Ambleeve,4
4323_04,Europa,C/136/P,55 Cancri e,4323,04,C,136.0,P,Test,Ambleeve,4
4324_01,Mars,F/810/S,55 Cancri e,4324,01,F,810.0,S,Train,Krake,4
4324_02,Mars,F/810/S,TRAPPIST-1e,4324,02,F,810.0,S,Train,Krake,4
4324_03,Mars,F/810/S,TRAPPIST-1e,4324,03,F,810.0,S,Train,Krake,4
4324_04,Mars,F/810/S,55 Cancri e,4324,04,F,810.0,S,Train,Brie,4
4325_01,Earth,G/706/S,PSO J318.5-22,4325,01,G,706.0,S,Test,Rothewson,1
4326_01,Earth,G/713/P,TRAPPIST-1e,4326,01,G,713.0,P,Test,Strongers,1
4327_01,Earth,F/811/S,TRAPPIST-1e,4327,01,F,811.0,S,Train,Douglasen,1
4328_01,Earth,G/714/P,TRAPPIST-1e,4328,01,G,714.0,P,Test,Larks,1
4329_01,Earth,F/812/S,,4329,01,F,812.0,S,Train,Benderez,1
4330_01,Mars,D/140/S,55 Cancri e,4330,01,D,140.0,S,Train,Gene,1
4331_01,Earth,G/715/P,TRAPPIST-1e,4331,01,G,715.0,P,Test,Buchansen,1
4332_01,Earth,G/707/S,55 Cancri e,4332,01,G,707.0,S,Train,Dukertyler,1
4333_01,Europa,B/141/P,55 Cancri e,4333,01,B,141.0,P,Train,Excionging,1
4334_01,Europa,A/53/S,TRAPPIST-1e,4334,01,A,53.0,S,Train,Trupistic,1
4335_01,Mars,E/281/S,TRAPPIST-1e,4335,01,E,281.0,S,Train,Paska,1
4336_01,Europa,C/155/S,TRAPPIST-1e,4336,01,C,155.0,S,Train,Gloother,4
4336_02,Europa,C/155/S,TRAPPIST-1e,4336,02,C,155.0,S,Train,Gloother,4
4336_03,Europa,,TRAPPIST-1e,4336,03,,,,Train,Gloother,4
4336_04,Europa,C/155/S,55 Cancri e,4336,04,C,155.0,S,Train,Gloother,4
4337_01,Mars,F/813/S,TRAPPIST-1e,4337,01,F,813.0,S,Train,Gele,1
4338_01,Europa,C/156/S,TRAPPIST-1e,4338,01,C,156.0,S,Train,Gealloyalt,3
4338_02,Europa,C/156/S,TRAPPIST-1e,4338,02,C,156.0,S,Train,Aroodint,3
4338_03,Europa,C/156/S,55 Cancri e,4338,03,C,156.0,S,Train,Gealloyalt,3
4339_01,Mars,F/814/S,TRAPPIST-1e,4339,01,F,814.0,S,Train,Reste,1
4340_01,Earth,F/815/S,TRAPPIST-1e,4340,01,F,815.0,S,Train,Georgasey,1
4341_01,Earth,G/716/P,TRAPPIST-1e,4341,01,G,716.0,P,Test,Simson,2
4341_02,Earth,G/716/P,TRAPPIST-1e,4341,02,G,716.0,P,Test,Simson,2
4342_01,Mars,E/282/S,TRAPPIST-1e,4342,01,E,282.0,S,Test,Kha,1
4343_01,Earth,G/708/S,PSO J318.5-22,4343,01,G,708.0,S,Train,,1
4344_01,Earth,F/816/S,TRAPPIST-1e,4344,01,F,816.0,S,Train,Hammonton,1
4345_01,Earth,G/717/P,TRAPPIST-1e,4345,01,G,717.0,P,Train,Sancockett,1
4346_01,Earth,E/274/P,55 Cancri e,4346,01,E,274.0,P,Train,Burchanez,1
4347_01,Earth,G/718/P,TRAPPIST-1e,4347,01,G,718.0,P,Train,Saundez,1
4348_01,Europa,B/142/P,TRAPPIST-1e,4348,01,B,142.0,P,Train,Conate,1
4349_01,Mars,E/275/P,TRAPPIST-1e,4349,01,E,275.0,P,Train,Rapie,1
4350_01,Earth,G/709/S,TRAPPIST-1e,4350,01,G,709.0,S,Train,Robersondez,2
4350_02,Earth,G/709/S,PSO J318.5-22,4350,02,G,709.0,S,Train,Strongers,2
4351_01,Earth,F/895/P,,4351,01,F,895.0,P,Train,Carezquez,1
4352_01,Europa,C/157/S,TRAPPIST-1e,4352,01,C,157.0,S,Train,Trupistic,2
4352_02,Europa,C/157/S,TRAPPIST-1e,4352,02,C,157.0,S,Train,Trupistic,2
4353_01,Earth,F/817/S,TRAPPIST-1e,4353,01,F,817.0,S,Test,Acobson,1
4354_01,Earth,E/276/P,TRAPPIST-1e,4354,01,E,276.0,P,Train,Greeves,1
4355_01,Earth,G/719/P,TRAPPIST-1e,4355,01,G,719.0,P,Test,Maystuarey,1
4356_01,Europa,B/167/S,55 Cancri e,4356,01,B,167.0,S,Train,Brantcable,1
4357_01,Mars,D/148/P,TRAPPIST-1e,4357,01,D,148.0,P,Train,Ses,1
4358_01,Earth,F/818/S,PSO J318.5-22,4358,01,F,818.0,S,Train,Waltonnedy,1
4359_01,Europa,C/137/P,TRAPPIST-1e,4359,01,C,137.0,P,Train,,3
4359_02,Europa,C/137/P,55 Cancri e,4359,02,C,137.0,P,Train,Sebleve,3
4359_03,Europa,C/137/P,55 Cancri e,4359,03,C,137.0,P,Train,Sebleve,3
4360_01,Mars,F/896/P,TRAPPIST-1e,4360,01,F,896.0,P,Train,Crie,1
4361_01,Earth,F/819/S,55 Cancri e,4361,01,F,819.0,S,Train,Coopezmaney,1
4362_01,Europa,B/168/S,TRAPPIST-1e,4362,01,B,168.0,S,Train,Freednal,1
4363_01,Earth,F/897/P,TRAPPIST-1e,4363,01,F,897.0,P,Test,Bellyonsley,1
4364_01,Earth,G/720/P,PSO J318.5-22,4364,01,G,720.0,P,Train,Dawsoncis,1
4365_01,Earth,F/898/P,TRAPPIST-1e,4365,01,F,898.0,P,Train,Kinson,1
4366_01,Earth,F/899/P,PSO J318.5-22,4366,01,F,899.0,P,Train,Ricks,1
4367_01,Earth,G/710/S,55 Cancri e,4367,01,G,710.0,S,Train,Masquez,1
4368_01,Mars,F/900/P,55 Cancri e,4368,01,F,900.0,P,Train,Flate,1
4369_01,Earth,F/820/S,TRAPPIST-1e,4369,01,F,820.0,S,Train,Benderez,1
4370_01,Earth,,TRAPPIST-1e,4370,01,,,,Train,Vandan,1
4371_01,Europa,C/158/S,TRAPPIST-1e,4371,01,C,158.0,S,Train,Shricatory,5
4371_02,Europa,C/158/S,55 Cancri e,4371,02,C,158.0,S,Train,Shricatory,5
4371_03,Europa,C/158/S,TRAPPIST-1e,4371,03,C,158.0,S,Train,Shricatory,5
4371_04,Europa,C/158/S,TRAPPIST-1e,4371,04,C,158.0,S,Train,Shricatory,5
4371_05,Europa,C/158/S,55 Cancri e,4371,05,C,158.0,S,Train,Tionstious,5
4372_01,Mars,F/821/S,TRAPPIST-1e,4372,01,F,821.0,S,Train,Birt,2
4372_02,Mars,E/283/S,TRAPPIST-1e,4372,02,E,283.0,S,Train,Sache,2
4373_01,Earth,F/822/S,PSO J318.5-22,4373,01,F,822.0,S,Train,Mejiarkerox,1
4374_01,Earth,G/721/P,TRAPPIST-1e,4374,01,G,721.0,P,Test,Irwinson,1
4375_01,Europa,,PSO J318.5-22,4375,01,,,,Test,Crioncery,1
4376_01,Earth,E/284/S,PSO J318.5-22,4376,01,E,284.0,S,Train,Brownson,1
4377_01,Earth,G/711/S,TRAPPIST-1e,4377,01,G,711.0,S,Test,Colomonson,3
4377_02,Earth,F/823/S,PSO J318.5-22,4377,02,F,823.0,S,Test,Colomonson,3
4377_03,Earth,G/711/S,TRAPPIST-1e,4377,03,G,711.0,S,Test,Colomonson,3
4378_01,Europa,C/139/P,TRAPPIST-1e,4378,01,C,139.0,P,Test,Glogry,2
4378_02,Europa,,55 Cancri e,4378,02,,,,Test,Glogry,2
4379_01,Earth,G/712/S,TRAPPIST-1e,4379,01,G,712.0,S,Test,Blange,1
4380_01,Earth,F/824/S,TRAPPIST-1e,4380,01,F,824.0,S,Test,Thorney,1
4381_01,Earth,F/825/S,TRAPPIST-1e,4381,01,F,825.0,S,Test,Kellynn,2
4381_02,Earth,F/825/S,TRAPPIST-1e,4381,02,F,825.0,S,Test,Kellynn,2
4382_01,Earth,F/901/P,PSO J318.5-22,4382,01,F,901.0,P,Train,Alentonway,1
4383_01,Europa,B/169/S,TRAPPIST-1e,4383,01,B,169.0,S,Train,Dingauge,1
4384_01,Earth,F/826/S,TRAPPIST-1e,4384,01,F,826.0,S,Test,Alldson,1
4385_01,Earth,G/713/S,TRAPPIST-1e,4385,01,G,713.0,S,Test,Tranklinay,3
4385_02,Earth,G/713/S,TRAPPIST-1e,4385,02,G,713.0,S,Test,Tranklinay,3
4385_03,Earth,G/713/S,55 Cancri e,4385,03,G,713.0,S,Test,Tranklinay,3
4386_01,Europa,B/170/S,TRAPPIST-1e,4386,01,B,170.0,S,Train,,2
4386_02,Europa,B/170/S,TRAPPIST-1e,4386,02,B,170.0,S,Train,Conachets,2
4387_01,Mars,F/902/P,PSO J318.5-22,4387,01,F,902.0,P,Train,Wala,1
4388_01,Europa,B/171/S,TRAPPIST-1e,4388,01,B,171.0,S,Train,,1
4389_01,Earth,,TRAPPIST-1e,4389,01,,,,Test,Ayalazquez,1
4390_01,Mars,F/903/P,TRAPPIST-1e,4390,01,F,903.0,P,Train,Vloaf,3
4390_02,Mars,F/903/P,TRAPPIST-1e,4390,02,F,903.0,P,Train,Vloaf,3
4390_03,Mars,F/903/P,TRAPPIST-1e,4390,03,F,903.0,P,Train,Vloaf,3
4391_01,Earth,F/904/P,TRAPPIST-1e,4391,01,F,904.0,P,Train,Larks,1
4392_01,Earth,G/714/S,55 Cancri e,4392,01,G,714.0,S,Train,Steeletters,1
4393_01,Earth,G/722/P,TRAPPIST-1e,4393,01,G,722.0,P,Train,Cookson,2
4393_02,Earth,E/278/P,TRAPPIST-1e,4393,02,E,278.0,P,Train,Cookson,2
4394_01,Earth,F/828/S,TRAPPIST-1e,4394,01,F,828.0,S,Test,Dillips,1
4395_01,Earth,F/905/P,TRAPPIST-1e,4395,01,F,905.0,P,Train,Mcfarley,1
4396_01,Earth,G/715/S,TRAPPIST-1e,4396,01,G,715.0,S,Train,Milton,1
4397_01,Earth,,PSO J318.5-22,4397,01,,,,Train,Foledges,1
4398_01,Earth,F/829/S,PSO J318.5-22,4398,01,F,829.0,S,Test,Hayerson,1
4399_01,Earth,G/724/P,TRAPPIST-1e,4399,01,G,724.0,P,Train,Wolferton,1
4400_01,Mars,E/285/S,TRAPPIST-1e,4400,01,E,285.0,S,Train,Sepie,3
4400_02,Mars,F/830/S,55 Cancri e,4400,02,F,830.0,S,Train,Sepie,3
4400_03,Mars,F/830/S,,4400,03,F,830.0,S,Train,Sepie,3
4401_01,Earth,G/716/S,55 Cancri e,4401,01,G,716.0,S,Train,Loverthyo,2
4401_02,Earth,G/716/S,PSO J318.5-22,4401,02,G,716.0,S,Train,Loverthyo,2
4402_01,Earth,G/725/P,PSO J318.5-22,4402,01,G,725.0,P,Train,Waderoachez,1
4403_01,Earth,F/831/S,TRAPPIST-1e,4403,01,F,831.0,S,Train,Peter,2
4403_02,Earth,G/717/S,,4403,02,G,717.0,S,Train,Peter,2
4404_01,Earth,G/726/P,TRAPPIST-1e,4404,01,G,726.0,P,Train,Scotterkins,1
4405_01,Europa,C/159/S,TRAPPIST-1e,4405,01,C,159.0,S,Train,Unkepery,1
4406_01,Earth,G/718/S,TRAPPIST-1e,4406,01,G,718.0,S,Test,Loverceson,1
4407_01,Earth,G/719/S,TRAPPIST-1e,4407,01,G,719.0,S,Train,Mejiarkerox,1
4408_01,Mars,F/906/P,TRAPPIST-1e,4408,01,F,906.0,P,Train,Knike,1
4409_01,Europa,C/160/S,TRAPPIST-1e,4409,01,C,160.0,S,Train,Regmansidy,1
4410_01,Earth,G/720/S,TRAPPIST-1e,4410,01,G,720.0,S,Train,Wolffy,1
4411_01,Earth,G/721/S,PSO J318.5-22,4411,01,G,721.0,S,Train,Parsoney,1
4412_01,Earth,F/907/P,,4412,01,F,907.0,P,Test,Mayson,1
4413_01,Earth,G/722/S,TRAPPIST-1e,4413,01,G,722.0,S,Train,Sweekstarks,1
4414_01,Mars,F/832/S,55 Cancri e,4414,01,F,832.0,S,Test,Watie,1
4415_01,Mars,F/833/S,TRAPPIST-1e,4415,01,F,833.0,S,Train,Parta,1
4416_01,Europa,B/143/P,55 Cancri e,4416,01,B,143.0,P,Train,Prearright,1
4417_01,Mars,F/834/S,TRAPPIST-1e,4417,01,F,834.0,S,Test,Welte,1
4418_01,Earth,G/723/S,TRAPPIST-1e,4418,01,G,723.0,S,Test,Kerrealds,1
4419_01,Earth,E/279/P,TRAPPIST-1e,4419,01,E,279.0,P,Test,Kerrealds,2
4419_02,Earth,F/908/P,TRAPPIST-1e,4419,02,F,908.0,P,Test,Kerrealds,2
4420_01,Earth,E/286/S,TRAPPIST-1e,4420,01,E,286.0,S,Test,Daughessey,2
4420_02,Earth,G/724/S,PSO J318.5-22,4420,02,G,724.0,S,Test,Sotond,2
4421_01,Earth,F/909/P,TRAPPIST-1e,4421,01,F,909.0,P,Test,Lamberguson,1
4422_01,Europa,B/172/S,TRAPPIST-1e,4422,01,B,172.0,S,Train,Dinsprody,2
4422_02,Europa,B/172/S,TRAPPIST-1e,4422,02,B,172.0,S,Train,Dinsprody,2
4423_01,Europa,C/161/S,55 Cancri e,4423,01,C,161.0,S,Test,Nemingping,1
4424_01,Mars,E/287/S,TRAPPIST-1e,4424,01,E,287.0,S,Train,Pien,1
4425_01,Europa,B/173/S,55 Cancri e,4425,01,B,173.0,S,Test,Whifounrew,2
4425_02,Europa,B/173/S,55 Cancri e,4425,02,B,173.0,S,Test,Whifounrew,2
4426_01,Mars,F/835/S,TRAPPIST-1e,4426,01,F,835.0,S,Train,Fonie,1
4427_01,Europa,D/141/S,55 Cancri e,4427,01,D,141.0,S,Train,Dedentive,2
4427_02,Europa,D/141/S,TRAPPIST-1e,4427,02,D,141.0,S,Train,Dedentive,2
4428_01,Europa,C/162/S,55 Cancri e,4428,01,C,162.0,S,Train,Ambleeve,1
4429_01,Mars,E/288/S,TRAPPIST-1e,4429,01,E,288.0,S,Train,Boyst,1
4430_01,Earth,F/836/S,PSO J318.5-22,4430,01,F,836.0,S,Train,Robins,1
4431_01,Earth,G/727/P,55 Cancri e,4431,01,G,727.0,P,Train,Kenzierry,1
4432_01,Earth,G/728/P,TRAPPIST-1e,4432,01,G,728.0,P,Train,Loway,1
4433_01,Earth,G/729/P,PSO J318.5-22,4433,01,G,729.0,P,Train,Guerson,1
4434_01,Mars,F/837/S,TRAPPIST-1e,4434,01,F,837.0,S,Test,Sha,1
4435_01,Europa,B/174/S,55 Cancri e,4435,01,B,174.0,S,Test,Aloubtled,2
4435_02,Europa,B/174/S,TRAPPIST-1e,4435,02,B,174.0,S,Test,Aloubtled,2
4436_01,Earth,G/730/P,PSO J318.5-22,4436,01,G,730.0,P,Train,Jacobbinson,1
4437_01,Earth,G/725/S,TRAPPIST-1e,4437,01,G,725.0,S,Train,Cartz,1
4438_01,Mars,F/910/P,TRAPPIST-1e,4438,01,F,910.0,P,Train,Wate,1
4439_01,Mars,E/289/S,TRAPPIST-1e,4439,01,E,289.0,S,Test,Cooki,2
4439_02,Mars,E/289/S,TRAPPIST-1e,4439,02,E,289.0,S,Test,Cooki,2
4440_01,Earth,F/911/P,TRAPPIST-1e,4440,01,F,911.0,P,Train,Sweett,1
4441_01,Europa,B/144/P,55 Cancri e,4441,01,B,144.0,P,Train,Clinarfork,3
4441_02,Europa,B/144/P,TRAPPIST-1e,4441,02,B,144.0,P,Train,,3
4441_03,Europa,B/144/P,55 Cancri e,4441,03,B,144.0,P,Train,Clinarfork,3
4442_01,Europa,C/163/S,55 Cancri e,4442,01,C,163.0,S,Test,Brateelte,1
4443_01,Earth,E/290/S,TRAPPIST-1e,4443,01,E,290.0,S,Test,Sellahaney,2
4443_02,Earth,E/290/S,55 Cancri e,4443,02,E,290.0,S,Test,Sellahaney,2
4444_01,Earth,E/291/S,TRAPPIST-1e,4444,01,E,291.0,S,Train,Salez,1
4445_01,Earth,F/912/P,TRAPPIST-1e,4445,01,F,912.0,P,Train,Bardson,1
4446_01,Europa,B/175/S,TRAPPIST-1e,4446,01,B,175.0,S,Train,Chocaters,5
4446_02,Europa,B/175/S,TRAPPIST-1e,4446,02,B,175.0,S,Train,Chocaters,5
4446_03,Europa,B/175/S,55 Cancri e,4446,03,B,175.0,S,Train,Chocaters,5
4446_04,Europa,B/175/S,55 Cancri e,4446,04,B,175.0,S,Train,Chocaters,5
4446_05,Europa,B/175/S,TRAPPIST-1e,4446,05,B,175.0,S,Train,Chocaters,5
4447_01,Earth,,TRAPPIST-1e,4447,01,,,,Train,Briggins,1
4448_01,Earth,F/913/P,TRAPPIST-1e,4448,01,F,913.0,P,Train,Flowensley,1
4449_01,Mars,D/142/S,TRAPPIST-1e,4449,01,D,142.0,S,Train,Cla,1
4450_01,Europa,C/140/P,55 Cancri e,4450,01,C,140.0,P,Train,Clugete,4
4450_02,Europa,C/140/P,55 Cancri e,4450,02,C,140.0,P,Train,Clugete,4
4450_03,Europa,C/140/P,55 Cancri e,4450,03,C,140.0,P,Train,Clugete,4
